2.0402	3.95196	4.66691
1.99939	3.95196	-1
1.88972	3.95196	-1
1.76795	3.95196	-1
1.63258	3.95196	-1
1.48211	3.95196	-1
1.31504	3.95196	-1
1.12987	3.95196	-1
0.9251	3.95196	-1
0.69923	3.95196	-1
0.45076	3.95196	-1
0.17819	3.95196	-1
-0.11998	3.95196	-1
-0.44525	3.95196	-1
-0.79912	3.95196	-1
-1.18309	3.95196	-1
-1.59866	3.95196	-1
-2.04733	3.95196	-1
-2.5306	3.95196	-1
-3.04997	3.95196	-1
2.14763	4.16212	4.43242
2.10682	4.16212	4.18062
1.99715	4.16212	-1
1.87538	4.16212	-1
1.74001	4.16212	-1
1.58954	4.16212	-1
1.42247	4.16212	-1
1.2373	4.16212	-1
1.03253	4.16212	-1
0.80666	4.16212	-1
0.55819	4.16212	-1
0.28562	4.16212	-1
-0.01255	4.16212	-1
-0.33782	4.16212	-1
-0.69169	4.16212	-1
-1.07566	4.16212	-1
-1.49123	4.16212	-1
-1.9399	4.16212	-1
-2.42317	4.16212	-1
-2.94254	4.16212	-1
2.26686	4.39536	4.53233
2.22605	4.39536	4.44331
2.11638	4.39536	3.22156
1.99461	4.39536	-1
1.85924	4.39536	-1
1.70877	4.39536	-1
1.5417	4.39536	-1
1.35653	4.39536	-1
1.15176	4.39536	-1
0.92589	4.39536	-1
0.67742	4.39536	-1
0.40485	4.39536	-1
0.10668	4.39536	-1
-0.21859	4.39536	-1
-0.57246	4.39536	-1
-0.95643	4.39536	-1
-1.372	4.39536	-1
-1.82067	4.39536	-1
-2.30394	4.39536	-1
-2.82331	4.39536	-1
2.39939	4.65462	4.71038
2.35858	4.65462	4.64825
2.24891	4.65462	4.12718
2.12714	4.65462	-1
1.99177	4.65462	-1
1.8413	4.65462	-1
1.67423	4.65462	-1
1.48906	4.65462	-1
1.28429	4.65462	-1
1.05842	4.65462	-1
0.80995	4.65462	-1
0.53738	4.65462	-1
0.23921	4.65462	-1
-0.08606	4.65462	-1
-0.43993	4.65462	-1
-0.8239	4.65462	-1
-1.23947	4.65462	-1
-1.68814	4.65462	-1
-2.17141	4.65462	-1
-2.69078	4.65462	-1
2.54672	4.94283	4.91976
2.50591	4.94283	4.87524
2.39624	4.94283	4.57542
2.27447	4.94283	3.83281
2.1391	4.94283	-1
1.98863	4.94283	-1
1.82156	4.94283	-1
1.63639	4.94283	-1
1.43162	4.94283	-1
1.20575	4.94283	-1
0.95728	4.94283	-1
0.68471	4.94283	-1
0.38654	4.94283	-1
0.06127	4.94283	-1
-0.2926	4.94283	-1
-0.67657	4.94283	-1
-1.09214	4.94283	-1
-1.54081	4.94283	-1
-2.02408	4.94283	-1
-2.54345	4.94283	-1
2.71035	5.26292	5.15941
2.66954	5.26292	5.11058
2.55987	5.26292	4.91625
2.4381	5.26292	4.46857
2.30273	5.26292	3.64952
2.15226	5.26292	-1
1.98519	5.26292	-1
1.80002	5.26292	-1
1.59525	5.26292	-1
1.36938	5.26292	-1
1.12091	5.26292	-1
0.84834	5.26292	-1
0.55017	5.26292	-1
0.2249	5.26292	-1
-0.12897	5.26292	-1
-0.51294	5.26292	-1
-0.92851	5.26292	-1
-1.37718	5.26292	-1
-1.86045	5.26292	-1
-2.37982	5.26292	-1
2.89178	5.61784	5.37852
2.85097	5.61784	5.3575
2.7413	5.61784	5.20257
2.61953	5.61784	4.92541
2.48416	5.61784	4.40824
2.33369	5.61784	3.57641
2.16662	5.61784	-1
1.98145	5.61784	-1
1.77668	5.61784	-1
1.55081	5.61784	-1
1.30234	5.61784	-1
1.02977	5.61784	-1
0.7316	5.61784	-1
0.40633	5.61784	-1
0.05246	5.61784	-1
-0.33151	5.61784	-1
-0.74708	5.61784	-1
-1.19575	5.61784	-1
-1.67902	5.61784	-1
-2.19839	5.61784	-1
3.09251	6.01051	5.6019
3.0517	6.01051	5.60514
2.94203	6.01051	5.4684
2.82026	6.01051	5.28272
2.68489	6.01051	4.92779
2.53442	6.01051	4.42314
2.36735	6.01051	3.59395
2.18218	6.01051	-1
1.97741	6.01051	-1
1.75154	6.01051	-1
1.50307	6.01051	-1
1.2305	6.01051	-1
0.93233	6.01051	-1
0.60706	6.01051	-1
0.25319	6.01051	-1
-0.13078	6.01051	-1
-0.54635	6.01051	-1
-0.99502	6.01051	-1
-1.47829	6.01051	-1
-1.99766	6.01051	-1
3.31404	6.44387	5.83915
3.27323	6.44387	5.80666
3.16356	6.44387	5.7408
3.04179	6.44387	5.60114
2.90642	6.44387	5.36016
2.75595	6.44387	5.00992
2.58888	6.44387	4.48768
2.40371	6.44387	3.67678
2.19894	6.44387	-1
1.97307	6.44387	-1
1.7246	6.44387	-1
1.45203	6.44387	-1
1.15386	6.44387	-1
0.82859	6.44387	-1
0.47472	6.44387	-1
0.09075	6.44387	-1
-0.32482	6.44387	-1
-0.77349	6.44387	-1
-1.25676	6.44387	-1
-1.77613	6.44387	-1
3.55787	6.92086	6.03942
3.51706	6.92086	6.02411
3.40739	6.92086	5.96162
3.28562	6.92086	5.85236
3.15025	6.92086	5.69696
2.99978	6.92086	5.46008
2.83271	6.92086	5.09237
2.64754	6.92086	4.59159
2.44277	6.92086	3.76612
2.2169	6.92086	-1
1.96843	6.92086	-1
1.69586	6.92086	-1
1.39769	6.92086	-1
1.07242	6.92086	-1
0.71855	6.92086	-1
0.33458	6.92086	-1
-0.08099	6.92086	-1
-0.52966	6.92086	-1
-1.01293	6.92086	-1
-1.5323	6.92086	-1
3.8255	7.4444	6.1976
3.78469	7.4444	6.20711
3.67502	7.4444	6.1622
3.55325	7.4444	6.10367
3.41788	7.4444	5.98996
3.26741	7.4444	5.81998
3.10034	7.4444	5.5709
2.91517	7.4444	5.22789
2.7104	7.4444	4.71666
2.48453	7.4444	3.92072
2.23606	7.4444	-1
1.96349	7.4444	-1
1.66532	7.4444	-1
1.34005	7.4444	-1
0.98618	7.4444	-1
0.60221	7.4444	-1
0.18664	7.4444	-1
-0.26203	7.4444	-1
-0.7453	7.4444	-1
-1.26467	7.4444	-1
4.11843	8.01744	6.37024
4.07762	8.01744	6.37226
3.96795	8.01744	6.35523
3.84618	8.01744	6.30647
3.71081	8.01744	6.22388
3.56034	8.01744	6.10243
3.39327	8.01744	5.93256
3.2081	8.01744	5.69522
3.00333	8.01744	5.35354
2.77746	8.01744	4.84231
2.52899	8.01744	4.02277
2.25642	8.01744	-1
1.95825	8.01744	-1
1.63298	8.01744	-1
1.27911	8.01744	-1
0.89514	8.01744	-1
0.47957	8.01744	-1
0.0309	8.01744	-1
-0.45237	8.01744	-1
-0.97174	8.01744	-1
4.43816	8.6429	6.51573
4.39735	8.6429	6.51798
4.28768	8.6429	6.50635
4.16591	8.6429	6.47013
4.03054	8.6429	6.40815
3.88007	8.6429	6.31743
3.713	8.6429	6.19661
3.52783	8.6429	6.03581
3.32306	8.6429	5.81992
3.09719	8.6429	5.4681
2.84872	8.6429	4.94608
2.57615	8.6429	4.08328
2.27798	8.6429	-1
1.95271	8.6429	-1
1.59884	8.6429	-1
1.21487	8.6429	-1
0.7993	8.6429	-1
0.35063	8.6429	-1
-0.13264	8.6429	-1
-0.65201	8.6429	-1
4.78619	9.32372	6.63493
4.74538	9.32372	6.63738
4.63571	9.32372	6.62971
4.51394	9.32372	6.60238
4.37857	9.32372	6.5545
4.2281	9.32372	6.50575
4.06103	9.32372	6.43407
3.87586	9.32372	6.32411
3.67109	9.32372	6.16315
3.44522	9.32372	5.92912
3.19675	9.32372	5.5712
2.92418	9.32372	5.03484
2.62601	9.32372	4.14303
2.30074	9.32372	-1
1.94687	9.32372	-1
1.5629	9.32372	-1
1.14733	9.32372	-1
0.69866	9.32372	-1
0.21539	9.32372	-1
-0.30398	9.32372	-1
5.16402	10.06284	6.73148
5.12321	10.06284	6.73408
5.01354	10.06284	6.72934
4.89177	10.06284	6.70848
4.7564	10.06284	6.68476
4.60593	10.06284	6.66092
4.43886	10.06284	6.61321
4.25369	10.06284	6.53597
4.04892	10.06284	6.42063
3.82305	10.06284	6.2539
3.57458	10.06284	6.01359
3.30201	10.06284	5.65731
3.00384	10.06284	5.08793
2.67857	10.06284	4.12204
2.3247	10.06284	-1
1.94073	10.06284	-1
1.52516	10.06284	-1
1.07649	10.06284	-1
0.59322	10.06284	-1
0.07385	10.06284	-1
5.57315	10.86319	6.80797
5.53234	10.86319	6.81067
5.42267	10.86319	6.8081
5.3009	10.86319	6.79208
5.16553	10.86319	6.79027
5.01506	10.86319	6.77863
4.84799	10.86319	6.74765
4.66282	10.86319	6.69274
4.45805	10.86319	6.60728
4.23218	10.86319	6.48179
3.98371	10.86319	6.30229
3.71114	10.86319	6.05652
3.41297	10.86319	5.68651
3.0877	10.86319	5.07274
2.73383	10.86319	4.0411
2.34986	10.86319	-1
1.93429	10.86319	-1
1.48562	10.86319	-1
1.00235	10.86319	-1
0.48298	10.86319	-1
6.01508	11.7277	6.86645
5.97427	11.7277	6.86918
5.8646	11.7277	6.86821
5.74283	11.7277	6.85781
5.60746	11.7277	6.86831
5.45699	11.7277	6.86537
5.28992	11.7277	6.84642
5.10475	11.7277	6.80753
